"SFG_L","SFG_PFC_L","SFG_pole_L","MFG_L","MFG_DPFC_L","IFG_opercularis_L","IFG_orbitalis_L","IFG_triangularis_L","LFOG_L","MFOG_L","PoCG_L","PrCG_L","SPG_L","SMG_L","AG_L","PrCu_L","STG_L","STG_L_pole","MTG_L","MTG_L_pole","ITG_L","PHG_L","ENT_L","FuG_L","Cu_L","LG_L","rostral_ACC_L","subcallosal_ACC_L","subgenual_ACC_L","dorsal_ACC_L","PCC_L","Ins_L","Amyg_L","Hippo_L","PIns_L","PSTG_L","PSMG_L","PSIG_L"
-0.06217781744734329,0.152697956213276,0.009339842920823608,0.21032152687486413,0.2570767320663964,-0.42497875390679635,0.083572001975121,0.11015152529825281,0.011554622632762579,0.05588871069452056,-0.07772874896293265,-0.4403109631361605,-0.08432683055159255,0.11446154492320629,0.1431304600949964,-0.15802110373454148,-0.029565931212293315,-0.03567541252528159,0.04995610225991698,0.052286738069838655,-0.16817274550443714,-0.03646314987119982,0.017601565217153885,-0.14047462239149816,0.05606400441230691,-0.023433997444516637,-0.01700604549096105,0.00631768953068592,0.0,-0.12116533520423771,-0.019343480104507045,0.018547701586741704,0.1514946432454478,-0.1529665930836663,0.11732217790471997,0.21029729330822367,-0.06945845417663137,-0.21156867879263785
0.08418194507484113,-0.2426909375445619,-0.035489058032877295,0.07668557809822171,0.8051863298673402,-0.8570306222250929,-0.5736761560583296,0.6877449459090568,0.36255375374124854,0.9563917727614877,1.332230153051816,0.21859522135800372,-1.1767166101055004,-0.9937730053556753,1.0172007211899468,-0.6071528546246344,-0.28485211069073846,1.0215170024363005,0.4309239607479711,-1.063819755022464,-0.6800900711761747,1.0836769240218391,0.24517205460041858,-0.8121000559688881,-0.162674308246901,-0.8406752067311999,-0.5408283341346952,0.12635379061371838,0.0,0.7752458594176138,1.4331086256746444,-0.25079565397478526,0.07716056677320861,-0.15216318566940082,0.26709517209292793,0.1340728167389912,-0.30809523177641046,0.16977379259786846
0.0010424227028596315,0.0018090624212080827,0.00012948418594778177,0.008644601443710645,0.004526872320053288,0.010461710442306585,0.006816710287398383,0.01354780274480216,0.00488614450598866,0.0009117487081860212,-0.004865618115758165,0.0005275703361133827,-0.00900366339017523,-0.0031851446473859708,-0.004319355548195636,-0.004722556620130222,0.0020157767708241943,0.011538192223246885,0.007982722216606458,0.009917894411526181,0.003675160666715016,0.00052235401459854,0.0008203991130820397,-0.00020237643729016565,-0.002021346139341505,-0.0014991513955772955,-0.0005781990521327014,-6.31768953068592e-5,0.0,-0.002297263061298514,-0.0025094951107020513,0.00776648676831234,0.006791193699049087,-0.000394694374790111,6.809084475408123e-5,-0.00060335415593098,-0.0012548664027941256,0.001710933861836243
0.04502594314454567,0.000423990322452226,0.0005731267246869031,0.016610615496410068,-3.1162239964405047e-6,0.01215734856665185,0.06952230946214348,0.07945249647682728,0.003029031961972869,-0.00994016861571934,0.03707853662272659,-0.009551332650474727,0.04133079510288098,0.01742249116793651,0.0011613470852681435,0.00031585263898468324,0.061138379187990456,0.029656105343382748,0.04979102381604574,-0.022304213043088942,-0.04985239190977762,-0.02338044073336254,-0.019678492239467847,-0.004005664390906255,0.04758510071675472,0.014932465262973418,-0.0016648859811506137,-0.0006317689530685921,0.0,0.015308829253991246,-0.004503717109467695,-0.003652990227073399,-0.07644653003542434,-0.024488227108189816,0.0009261712983598398,-0.01754670644357441,0.012879298821067952,-0.003379495697664943
7.219843228335027e-5,4.403702769873573e-5,7.21715134790915e-7,0.0002267201658731378,9.528745680862581e-5,0.00022164088931851136,5.471848643720086e-5,0.00021231927114280058,8.36102129557364e-5,2.7903181941800385e-5,0.00014386286312483641,0.00016330269607843143,0.00011671085523823952,0.0001314591896652966,-5.289831680885413e-5,1.650130548302872e-5,-0.000325879539303921,-0.00033991895631547736,-0.0005059691556640409,-0.00041949633088725824,-0.00035209494695198705,-5.739051094890511e-5,-4.634146341463414e-5,-0.00010155490377275101,-7.273433763749403e-5,-5.889787088694068e-5,5.440758293838862e-5,0.0,0.0,7.371836469824788e-5,1.3027673545966233e-5,4.910953506698191e-5,-2.62631315657829e-5,-8.222067686601762e-5,-0.0001921083978558665,-0.00012127523910733263,-0.00047476907503479684,-0.00030011128421989766
-1.0406445057337783e-6,1.4025861758455496e-7,2.5896837189556356e-8,-5.678910526907569e-7,-2.1955788684900706e-7,-2.970578958216008e-7,-8.313042063844907e-7,1.1375702022529882e-6,-1.0368113368988729e-6,9.110688060919233e-9,-2.426360119770428e-6,-1.3545837033672775e-6,-2.5594654783765347e-6,-2.1079531340478413e-6,-1.3076021418482207e-6,-1.0656803017116333e-6,3.468237347591264e-7,1.3302027160791303e-6,1.1011815725745342e-6,1.4512720726769628e-6,6.79512909147069e-7,3.986988670036699e-7,2.8899333235307717e-7,-2.8675526615286413e-8,-9.303562888570064e-7,-2.481498349083457e-7,-5.033175355450237e-7,1.263537906137184e-8,0.0,-9.462315750440343e-7,-4.725609756097561e-7,1.1695646655363271e-6,8.595828769778027e-7,-3.8329296070369806e-7,6.496241857124865e-7,4.3140299810269023e-7,3.250247021956881e-7,7.739472029816741e-7
-0.02994269906339931,-0.011701905114413673,0.0003608575673954575,0.013966450580994386,-0.00520043443450158,0.06603605572069866,-0.03953331116353044,0.05482059838121853,-0.011981365036692403,0.005099939729360678,0.015929969400102002,0.02555249277215149,-0.04692957895523115,0.026679914833698925,0.01774280275552537,-0.06110340906744881,0.044032629636377656,-0.01938713300684992,-0.0071982940978978695,-0.0665553255084629,0.0019160469616528663,-0.002030791008108383,-0.008203991130820395,0.013705156672556174,-0.011544964394784783,-0.015877712344623714,-0.030521327014218006,0.0,0.0,-0.007178142758068418,-0.022831699896591128,0.051175129476244155,-0.032563091798461924,0.01330297661073102,0.05668021923838278,-0.005823361252782738,0.01887101860945872,0.025958721399579176
0.2332239753853128,0.12064364081625191,-0.001813334506494533,-0.029512159624761038,0.1301090216977292,-0.148270250211477,0.07683463427165355,0.32035935008788224,0.014169524208580102,0.01061123379653097,-0.03370503235322224,-0.2708641744684788,0.13047593214178682,-0.14164702498960596,0.25479567464834657,-0.16390983768002362,-0.0014949625265639841,-0.06698774873230602,-0.2412357954309258,-0.018215503481904295,0.0946285910324877,0.0575659320727748,-0.027642016344755122,0.17306114368254122,-0.060953681326517156,0.02125875526143604,0.2156632771846641,0.00631768953068592,0.0,0.11626761520619781,-0.0017166585582223733,-0.2272916662516519,-0.10873664502245323,0.033219201047657965,0.3246355503224918,-0.06343726380725877,0.043202266950701486,0.2683307714550048
-0.5954984392603678,0.9404667793395428,0.0347190329180074,-0.07158006100877237,-1.0414854193437135,-0.23555198982192743,0.6254156571393882,0.07078148122576493,-0.3133326966290377,0.5979902123762149,1.537583837052156,-0.8431680673676881,0.4147244260202987,0.04623291966911502,-0.15438598506345122,-1.0789865696128997,-1.4565336154315358,1.224081616065318,0.43191062749496845,-1.0230314310257402,-0.07385138210915757,0.06777881883129187,0.0,0.03424071530275216,-0.1652243730769738,-1.1430776815604495,0.09854331819892898,0.06500735962159049,0.0,-0.2738107958821629,-0.14311908281881067,-0.36412988787717,-0.06461338765428658,0.41965427109281833,0.5353837836743389,0.3463381384029164,0.03972291147658442,0.364305039417517
0.36809214437952126,-0.5011223736994931,0.018319363810601397,-0.4646886671039643,-0.4205412290639855,-0.2758810037729837,0.27541852260469984,1.2298954480752455,0.14474604982136763,-0.23143391433173674,-0.5824023295412872,0.46090530837590016,-0.4471925868644619,1.2797154704358247,-0.22394801317219673,1.1205878819750141,-0.34117532329829825,0.739216605524029,-0.14444483404795982,-0.6535261282846915,-0.26955119316052867,1.4358677606787602,0.4799432958653578,-1.210381358961375,0.20327838362429893,-0.7135546556359293,-0.8712986189337,-0.05663731189938332,0.0,0.486719958698174,0.11611473022905025,-1.2179661994207351,0.17777134509608908,-0.41215842708628775,0.36156499608177695,-0.7782779979263678,0.39203560539387605,1.2001888062460746
